depth,1,2,3,4,5
2,11.860000000000001,12.732000000000001,13.422,14.047,14.629
3,11.821000000000002,12.584000000000001,13.220000000000002,13.809000000000001,14.346
4,11.786,12.572,13.169,13.728,14.244
5,11.734,12.505999999999998,13.105999999999998,13.672999999999998,14.184000000000001
6,11.676,12.461,13.011,13.540000000000001,14.037
