depth,1,2,3,4,5
2,84.494,78.971,73.622,68.787,64.428
3,84.48499999999999,78.799,73.32999999999998,68.501,64.20500000000001
4,84.46100000000001,78.80100000000002,73.308,68.40299999999999,64.104
5,84.396,78.68699999999998,73.22,68.39999999999999,64.09299999999999
6,84.273,78.716,73.09299999999999,68.19300000000001,63.90999999999999
