depth,1,2,3,4,5
2,11.860000000000001,12.519,13.027000000000001,13.472,13.876000000000001
3,11.821000000000002,12.4,12.864999999999998,13.283000000000001,13.654999999999998
4,11.786,12.38,12.821999999999997,13.219999999999999,13.576999999999998
5,11.734,12.318999999999999,12.761999999999999,13.163,13.517
6,11.676,12.270000000000001,12.681000000000001,13.056000000000001,13.401
