depth,1,2,3,4,5
3,27.695000000000004,30.59,32.321666666666665,33.59666666666667,34.565
4,27.185555555555553,29.942222222222224,31.593333333333337,32.82222222222222,33.76555555555555
5,26.6625,29.33,30.955000000000002,32.160000000000004,33.08375
6,23.516000000000002,25.858000000000004,27.296000000000003,28.364000000000004,29.183
