depth,1,2,3,4,5
3,65.37333333333332,52.32333333333333,43.36166666666667,36.855,31.971666666666664
4,64.88111111111112,51.84777777777778,42.93111111111111,36.47888888888889,31.650000000000002
5,64.15625,51.25875,42.46625,36.095,31.3175
6,57.174,45.669,37.84,32.165,27.913
