depth,1,2,3,4,5
3,27.695000000000004,31.716666666666665,34.37500000000001,36.53666666666667,38.321666666666665
4,27.185555555555553,31.012222222222224,33.55222222222221,35.63666666666667,37.37666666666667
5,26.6625,30.36625,32.864999999999995,34.912499999999994,36.621249999999996
6,23.516000000000002,26.769,28.981,30.790999999999997,32.309
