depth,1,2,3,4,5
2,82.459,75.179,69.00900000000001,63.187,57.6
3,81.62700000000001,74.66900000000001,68.446,62.648,57.102999999999994
4,81.24600000000001,74.183,68.03999999999999,62.279999999999994,56.760000000000005
5,72.29100000000001,65.999,60.488,55.278999999999996,50.275000000000006
6,72.662,66.51199999999999,61.089,55.831999999999994,50.83
