depth,1,2,3,4,5
2,36.771,41.31600000000001,44.638,46.973,48.89999999999999
3,36.23700000000001,40.866,43.955000000000005,46.27300000000001,48.141999999999996
4,35.979,40.414,43.501,45.732000000000006,47.62299999999999
5,31.79,35.67999999999999,38.413000000000004,40.286,41.778
6,32.031,36.085,38.867,40.743,42.303999999999995
