depth,1,2,3,4,5
2,82.459,76.84599999999999,72.453,68.91600000000001,66.66000000000001
3,81.62700000000001,76.262,71.84899999999999,68.32300000000001,66.07900000000001
4,81.24600000000001,75.8,71.43599999999999,67.934,65.703
5,72.29100000000001,67.434,63.51099999999999,60.327,58.271
6,72.662,67.91799999999999,64.07200000000002,60.876,58.845000000000006
